paper_id,paper_title,abstract,type,pubmed_id
246,"Games and Learning: Potential and Limitations from the Players Point of View","In recent times, numerous researchers and educators have been exploring playful learning with digital games in both formal and informal contexts. This study explores the point of view of players on the relationship between digital games and learning, based on a set of semi-structured interviews and two workshops involving relevant stakeholder groups (players, teachers, trainee teachers, and parents). Analysis of the gathered qualitative and quantitative data reveals that both players and educators agree that games have educational potential, but the assumption of blanket learner enthusiasm for game based learning is not always accurate. In particular, players have some resistance towards serious games, which are seen as less appealing than real videogames. In addition, some players and some teachers feel that the use of games in formal learning contexts contradicts the fundamental freedom intrinsic to the act of playing. Players are aware of the risks video-gaming presents, but they do not appear to be fully aware of its learning potential, as most mention lower order skills (memory, attention, reaction time) rather than academic knowledge and soft skills. Some mention game potential for the development of their social, cultural and gender identity, with consequential positive effects on their ethical beliefs. Players also point out the importance of videogame education for teachers, parents and for themselves. Lastly, they feel the need for innovation in games that, through innovative game mechanics and narratives, enhances the cultural and artistic component of games.",NULL,NULL
247,"A Serious Game Proposal to Reinforce Reading Comprehension in Scholars","Reading comprehension is a cognitive activity, which development promotes complex and fundamental processes helpful to access learning; it is connected to the world understanding in a participatory way. Consequently, it is essential to acquire this ability at an early age. Particularly for children, the videogames motivational aspect makes them an attractive resource in reading comprehension. In this paper is presented the development process of a serious game as a support for the reading comprehension process. The videogame is oriented to strategies related to syntax through fill-in-the-blank exercises. The game tutorial is illustrative for the children to understand the game mechanics, the avatar movements and the interaction with the game elements; an exploratory study was conducted to observe its effectiveness.",NULL,NULL
248,"Generation of Adapted Learning Game Scenarios: A Model-Driven Engineering Approach","Adaptativity is a key-concern when developing serious games for learning purposes. It makes it possible to customize the game according to each learner individuality . To deal with adaptativity, this chapter proposes a Model-Driven Engineering approach that supports dynamic scenarization instead of implementing fixed configurations of learning scenarios. The base principle is to consider the generation of scenarios as a model transformation of a learner profile and a game description models toward adapted scenarios. This proposal has been applied to the context of the Escape-it! research project that aims to propose an escape-room game for helping children with Autistic Syndrome Disorder (ASD) to learn visual performance skills .",NULL,NULL
249,"Presenting the Key Ideas of Fractions Through MathFractions: A Game Based Learning","This paper describes a Game Based Learning tool to teach fractions. It was designed for children from 6 to 10 years old. It was developed considering the six facets framework to serious game. For the purpose of the study, 66 videos recorded were analyzed. On the other hand, the game was played by 34 students and it has been observed that 76% of them were able to complete three activities without problems, 24% of them completed only one or two activities.",NULL,NULL
250,"Implementing a Serious Game to Improve Communication and Social Skills for Children with Autism","In this research, we have developed a serious game app to help children with autism to overcome their social and communication problems. This game is implemented based on PECS system. The developed game is an educational game with educational target by containing educational roles based on PECS and other attractive factors. The educational roles are given in a form of visual scanning, matching, ability to distinguish, build a complete sentence based on functional communication skills, ask and comments. The preliminary experiment results revealed a positive impact in promoting children with autism motor skills and their interactive functionality.",NULL,NULL
251,"Insights into Design of Educational Games: Comparative Analysis of Design Models","The study reports on an ongoing research that intends to identify and validate the core dimensions for Game-Based-Learning (GBL) and further explore the shift in dimensional focus between different phases of educational game development life cycle: pre-production (design), production (development) and post-production (testing and maintenance). Hence, this paper presents the initial work focusing on design phase by presenting a comparative analysis of educational game design models using GBL attributes, validity and framework attributes as analytical lens. The main objective is to analyze the fundamental GBL attributes in existing design models to identify the common attributes which demonstrate their importance for design phase and highlight any need for further research in terms of attribute validation and framework improvement. This study also highlights the strengths and weakness of existing design frameworks. The results of analysis underline learning/pedagogical aspects and game factors as the most essential attributes for design phase of educational games. Comparative analysis also guides researchers/practitioners to better understand GBL through various properties of different existing design models and highlights the open problems such as lack of tool support, empirical validation, independent evaluations, adaptability and absence of concrete guidance for application to make more informed judgments.",NULL,NULL
252,"Facial Virtual Tracking: A System to Mirror Emotions","The capacity for social interaction, communication and recognition of emotions is a characteristic that the human being possesses and that allows him/her to be socially included. However, some have difficulties in expressing and interpreting emotional states, which can contribute to their marginalisation in society. A particular case is children with Autism Spectrum Disorder. These children have difficulties in social interaction and manifest repetitive patterns. In this work, a serious game is being developed in which an avatar (ZECA avatar) is able to interact with the child, through challenges and training of certain facial movements that will be validated by the system, facilitating imitation and recognition of emotions (happiness, sadness, anger, surprise and fear). The tests performed in the laboratory environment allowed to conclude the adequacy of the game for promoting emotional states in a friendly way.",NULL,NULL
253,"Modding Tabletop Games for Education","This paper describes a learning-objective-centric workflow for modifying (modding) existing tabletop games for educational purposes. The workflow combines existing research for serious games design with novel systematic analysis techniques for learning and game mechanics and gameplay loops to improve the understanding and rigour of the process. A detailed worked example applies the workflow to the development of a serious tabletop game with the educational goal of increasing knowledge and confidence of performing postgraduate literature reviews. Systematic application of the workflow to a real example supports the value of this approach and provides a useful template for educators to follow for increasing the quality and feasibility of self-designed serious games.",NULL,NULL
254,"A Systematic Mapping Study on Game Elements and Serious Games for Learning Programming","This work aims to verify how serious games and their composing elements are used and evaluated to support learning programming. Serious games have been used as a tool to support learning in several areas and subjects. To achieve its educational goals, a serious game must consist of a set of game elements that are related to the learning outcomes. In Computer Science, educators are also using serious games and their elements to enhance learning of programming-related disciplines, which are often considered challenging by first-year students. To achieve our goal we defined three research questions: (1) What are the serious games for learning programming? (2) What are the game elements in the serious games for learning programming? and (3) What is the empirical strategies and methods used to evaluate existing game elements? A systematic mapping study on the use and evaluation of game elements for learning programming was conducted. Our systematic literature search found 27 elements of games distributed in 43 serious games. The elements of games are present in 39 primary studies that date from 2007 to 2016. The elements of games more reported in the literature were: Fantasy, Goal, Level, Point System, and Quest. Our results also indicate that game elements are only evaluated indirectly by means of their serious games. Furthermore, we identify some shortcomings in primary studies found, such as the lack of systematic evaluation, for instance, by means of controlled experiments and the low number of quantitative studies.",NULL,NULL
255,"Barty - A Serious Game to Fight Childhood Obesity: First Insights","According to World Health Organization, childhood obesity, classified as the epidemic of the 21st century, is reaching alarming values all over the world. Mobile technologies, especially smartphones and tablets, are an important part of a childrens life. Many studies believe that these technologies can be used in a healthy way, helping children to grow, so caregivers allow its use, on the hope that can help at their kids development. With educational games kids learn better and faster, because they feel motivated. To contribute to the fight against this epidemic, a mobile Android application has been developed to educate and motivate children to achieve healthy lifestyles, as well as allowing caregivers to follow and be part of the process, giving them tools to contribute on the improvement on the life quality of the children.",NULL,NULL
256,"Overview of Serious Gaming and Virtual Reality","Serious Games and Virtual Reality (VR) have been accelerating in their quality and ubiquity within healthcare simulation, and the variety of technological innovations is outpacing the healthcare research communitys ability to evaluate their effects as an intervention or their utility in simulating an environment for research. This chapter seeks to highlight unique advantages and challenges when using serious games or VR for healthcare research that are different than those encountered with other simulation modalities such as manikins, simulated/standardized patients etc. First, we define the terminology surrounding the concept of serious games and VR, including the advantages and disadvantages for their utility in answering important healthcare research questions. Second, we provide insight into optimal models of research that are suited for serious games or VR. Finally, we describe the development process for researchers to integrate research methodologies during the development phase.",NULL,NULL
257,"Gamification for Education: Review of Current Publications","Educational practitioners are always looking for new and better ways to scaffold student learning; the latest approach that has become popular is called gamification. The aim of this research is to explore the concept of gamification and to review current research and publications about gamification for education. To do so, the systematic analysis of publications was chosen as research method. During the research, 91 articles published since 2012, obtained via the Scopus and SAGE Publications databases, were reviewed. Articles were classified by publication year, research areas, longitude, research methodology and used keywords in the articles. The study shows that there is little research that gives comprehensive insight into the concept of gamification for education, because the concept of gamification is relatively new. But gamification has a positive impact on student motivation and attitude changes.",NULL,NULL
258,"Supermarket Route-Planning Game: A Serious Game for the Rehabilitation of Planning Executive Function of Children with ASD","This chapter discusses game-assisted learning for children with autism spectrum disorder (ASD). A serious gameis designed for intervention in children with ASD and other special needs forsupermarket route-planning based onmobile devices. Itwas created with the aim of training executive functioning skills whilst monitoring progress through the data recorded and collected. The methodology is described to highlight the architecture of the game and content design of the ten levels in addition to three parent components.",NULL,NULL
259,"Collaboration Platform for Public and Private Actors in Educational Games Development","This paper describes innovation platform development for co-creation of serious games. Innovation platforms offer modes of collaboration for schools, universities, citizens, and companies. The main actors of this project are three universities and two science centres in Finland. Several modes for collaboration have been tried in order to discover permanent structures that would benefit various stakeholders. Interests of different stakeholders have been analysed in order to find conditions for successful co-creation. Problems that prevent efficient collaboration have been identified, which are predominantly financial issues. Moreover, some more game-specific issues have been discovered: the understanding of use of games in education and pedagogical goals and methods are not necessarily shared between game developers and educators. Game developers seek to create games that are entertaining, whereas educators want tools that support curriculum goals and enhance learning. However, the idea of collaborative design practices in learning has been welcomed by all stakeholders. In particular, the co-creation in science centres has started successfully, bringing small start-up companies and school students together around educational application development where science centres act as facilitators. Recommendations for best practices in universities are drafted in order to find efficient ways of implementation.",NULL,NULL
260,"How a Tangible User Interface Contributes to Desired Learning Outcomes of the Virtual River Serious Game","Serious games are increasingly used to facilitate stakeholder discussion and collaboration. Much attention is given in the game design literature on how to choose and design a serious games scope, content, mechanics, and link to reality in order to achieve the games intended learning outcomes. In this paper, we focus on how a serious games interface and the interaction it elicits contributes to achieving learning outcomes. We do so in the context of the Virtual River, a serious game focused on river management. Following the design and evaluation of a paper prototype of the Virtual River, a design challenge arose as the highly simplified models of reality used was perceived as a black box by non-expert participants, while expert participants perceived it as oversimplified and unrealistic. As hydrodynamic models used in river management practice are in itself perceived by non-experts as a black box, we decided to look for ways to simplify the interaction with such models in the game. Here, we present a tangible user interface for the Virtual River. The interface enables participants to get a better grip on the hydrodynamics of a river system. The system is set up as a discussion platform where the game board and its tangible game pieces help participants express their thoughts and ideas. We argue that using tangible interaction in Virtual River contributes to social learning outcomes by providing hypotheses based on literature and present how we intend to test these hypotheses.",NULL,NULL
261,"Alternative Teaching of History Subject in Primary School: The Case of the 3D HIT Playful Activity","History as a school subject is difficult for young pupils, especially when teaching is based on bulky texts and lacks audio-visual auxiliary material. This paper presents a differentiated teaching proposal based on the use of the playful activity 3D Heroes Introduce Themselves (3D HIT). It is based on the projection of 3d models on mobile devices as augmented spreads on images included in a worksheet. Together with the manipulation of 3d models, students are invited to create digital stories with relevant information. Thus, a final video is created in which heroes and mythical figures from the History subject introduce themselves with the voice of the pupils. The contribution of the activity to the students performance and the level of engagement and participation was examined in this study. Also, whether the production of digital narratives in combination with the manipulation of 3d models reinforced the expressiveness of pupils was examined. Observation-based data indicated interesting positive results.",NULL,NULL
262,"Game-Based Assessment: The Past Ten Years and Moving Forward","The implementation of assessment features into game-based learning environments is only in its early stages because it adds a very time-consuming step to the design process. The impact on learning and questions toward reliability and validity of technology-based assessment systems are still being questioned. To answer the question of what people are learning from playing games, researchers have been using a variety of methods including external measures, log data capturing in-game actions, and game-related actions beyond the game context. This chapter seeks to identify why research on game-based assessment is still in its infancy, what advances have been achieved over the past 10years, and which challenges lie ahead for advancing assessment in game-based learning.",NULL,NULL
263,"Serious Games in Neurorehabilitation for People with Intellectual and Cognitive Impairments: A Systematic Study","Electronic games are no longer seen as just a form of entertainment and leisure. Current studies have shown their potential as an interesting tool for improving the treatment of patients, ranging from those who are experiencing some serious illness (such as cancer), to those requiring rehabilitation procedures such as physiotherapy. In this line of reasoning, this work presents a systematic review on the use of serious games for rehabilitation of people with some type of intellectual or cognitive impairment, the process called neurorehabilitation. The sources of research were the following undescribed databases: Portal de Peridicos da Coordenao de Aperfeioamento de Pessoal de Nvel Superior (CAPES), IEEE Xplore, Science Direct and PubMed. It should be noted that the use of systematic mapping in the elaboration of literature review allowed the identification of the main gaps for the development of new researches, aside from directing the main publications related to the study. Finally, the results show that it is an area in constant expansion, with great potential for development and applications, whose benefits extend far beyond the abilities being rehabilitated, bringing improvement in self-esteem, more autonomy, and reinsertion in the social context, among others.",NULL,NULL
264,"World of Knowledge: An Application for Learning Assistance in the Reading Process for Children in the Literacy Period","To learn to read the child must understand a process that involves sensory, emotional, intellectual, physiological, neurological as well as cultural, economic, and political aspects. Reading is the correspondence between the sounds and the graphic signals, through the deciphering of the code and the understanding of the concept or idea. Reading difficulties can occur in a variety of ways during the learning process, and acquisition of this is an extremely important factor in favoring future knowledge. The purpose of this paper is to present an application based on two different approaches - conventional (mouse/keyboard) and non-conventional (gesture) interaction (using Kinect device) that allows to assist children in the reading process. The application is a game focused on three storybooks for kids. Details about the development approach (requirements analysis, project, implementation and tests) used are presented. We also present a usability test for conventional and nonconventional devices with 15 children in the literacy period.",NULL,NULL
265,"A Serious Game for Learning the Conversation Method with Autism for Typically Developing","In this study, a serious game was developed to enable typically developing to learn the most appropriate method of conversation with autism. Autism tend to have difficulty with interpersonal relationships because they find it difficult to understand conversational implicatures. As a solution to this problem, we propose a serious game to enable typically developing to learn how to speak to autism in a way they can understand, including how best to convey conversational implicatures. This serious game simulates the experience of autism of being unable to understand conversational implicatures, using conversations based on real life examples, in order to teach players why autism cannot understand what they mean and how they can paraphrase their message. To verify the efficacy of this serious game, an experiment was conducted with 56 students. Experimental results suggested that the system is effective for learning how to speak especially among typically developing who were rarely involved with autism.",NULL,NULL
266,"Design of a Collaborative Tabletop Game for Civic Engagement: Serious Games in Rural India","This paper presents research on a tabletop game design for enhancing focused discussion strategy creation, engagement motivation, planning and resource allocation, and service leadership through collaborative gameplay. Background: Although the field of serious games has developed over the last three decades, the potential of games to be used as civic engagement and educational tools still lay unrealized. People in rural communities in India experience a range of barriers for constructive engagement. Serious games have been used to address the issue of civic engagement effectively. In this paper, we present a case study of Aadarsh Gaon, build your ideal village , a tabletop game where participants work together to discuss strategies to solve social issues in their community, in order to win the game. The paper discusses the concepts in the game, evolution of the game during playtesting and aspects of collaborative gameplay. Results: Three phases of playtesting with diverse participants suggest that the game could trigger focused discussions on strategy creation to solve social problems, but do not indicate significant progress in attitude towards service leadership, and planning and resource allocation. We conclude that serious games with purposeful game design elements could lead to constructive civic engagement.",NULL,NULL
267,"Measuring Preferences in Game Mechanics: Towards Personalized Chocolate-Covered Broccoli","When developing educational games we face the problem of finding the right design for making the learning activities as intrinsic to the game mechanics as possible. Nevertheless, in many cases it is not possible to fully integrate the learning content into the game play, resulting in the well known chocolate-covered broccoli game design. The long term goal of the work presented here is to determine whether a personalized selection of game mechanics for the playful part, the game mechanics around the learning part of the game, can improve the satisfaction of the player and therefore make the whole learning experience more enjoyable. The first step towards that goal is to obtain a model for the preferences of game mechanics for a particular type of game, and later use that model to guide the selection of game mechanics. In this paper, we present Enigma MNCN a treasure hunt for mobile devices designed for the National Museum of Natural Sciences of Spain and some experimental results intended to identify preferences for game mechanics in that type of game across demographic variables. The main finding of these experiments is that preferences in game mechanics get shadowed when combined with a mostly disliked learning mechanic.",NULL,NULL
268,"Interactive Learning of Factual Contents Using a Game-Like Quiz","Computer games are widely recognised for the attention they get from their players. Beyond mere games are serious games created to teach specific subjects or concepts. Arguably, two of the most addictive mechanisms in serious games are: the scoring design, and the game interface. These mechanisms have been proven to increase the interest of players in such games, balancing their learning experience with the fun. Quiz systems, by contrast, are mere educational tools with little or no interesting devices. In this paper we propose a new classification for some mid-point between serious games and quiz systems, suggesting an equilibrium by adding some fun and keeping the educational content of quiz systems. We also describe the development of a new quiz system designed with Abeced . It is designed with game-like interactive feedback mechanisms for testing students on factual contents across different subjects. Abeced , mimicking most serious games, is designed with an interesting interface and a voice feedback to enhance students learning experience. Students found Abeced very interesting because of its embedded game-like features.",NULL,NULL
269,"Simulation and Gaming for Policy Advice","This chapter aims at extending the policy advisors toolbox, by presenting the potential of serious games to support the whole spectrum of advisory and analytical processes behind public policymaking. Serious games are structured and interactive exercises, reproducing the elements of reality, within a set of rules, wherein participants individually, or collectively, organize and act to solve a dilemma and experience the effects of their actions through a feedback mechanism, built deliberately into and around the game. The lessons learned (both individual and social) are transferrable to the world outside the game. Multilogue, the unique simultaneous dialogue of multiple actors in pursuit of a greater understanding of the topic at hand (Duke, Richard D. Gaming the futures language . New York: Sage, 1974), takes place both during the game and the debriefing afterwards, and constitutes a crucial feature of the advisory potential of gaming. Starting with a brief sketch of the origins and development of serious games, the chapter moves on to their potential as advisory tools, supporting various stages of policymaking processes, as well as educational devices, enhancing the broader quality of advisory systems and processes. It concludes with an introduction of the basic principles of a design methodology for serious games.",NULL,NULL
270,"LeanGame, a Digital Training Tool to Implement Lean Philosophy","One of the most important resource of successfully leaded and managed health care organization is a competent staff. As staff education requires resource investments such personnels and educators time, facilities and thus, typically it have to be funded somehow, money, it would be feasible to try to develop a new, more efficient and more motivating training methodologies and tools, in order to enhance learning outcomes. Health care has large amounts of employees, which gives border condition to tool to be also suitable for large amounts of people. As new digital technologies are available, they offer new ways to execute corporate wide professional training, e.g. serious games. This article presents a new approach to Lean training: a digital LeanGame. It is a digital serious game aimed to introduce basics of Lean Philosophy to health care professionals in hospital environment. Its future users, a group of health care professionals piloted LeanGame in Finnish hospitals in spring 2017. The results of this pilot study show that digital LeanGame can be used in a complementary way to achieve training goals in lean training. This article handles the results of lean game training and discusses of future research and development needs.",NULL,NULL
271,"Designing Serious Games for People with Special Needs: Implications from a Survey","Serious Games (SGs) are games that have a serious purpose besides the entertainment of the player. SGs are used in various sectors with quite promising results. One field that SGs are used is education, since SGs are considered to offer promising technology enhanced learning opportunities. This paper focuses on SGs that aim to deal with the limitations that people with Intellectual Disabilities (ID) and Autism Spectrum Disorder (ASD) have in acquiring conceptual, social, practical and cognitive skills. In particular, we present the results of a questionnaire designed to investigate the perceptions of special education professionals and teachers regarding the use of SGs in the education of people with ID and ASD. Specifically, we investigate the usefulness and the effectiveness of SGs as teaching/learning tools, the ease of use by people with ID and ASD, and the ideal age group for SGs targeted to various skills. Ninety-three special education professionals and teachers participated in the study. The participants evaluated positively SGs for all the examined skills in terms of their usefulness, usability and effectiveness. Moreover, we recorded some interesting implications that can assist the design of SGs for people with ID and ASD, as well as open issues for further research.",NULL,NULL
272,"Extending a Digital Fraction Game Piece by Piece with Physical Manipulatives","This paper reports results from an ongoing project that aims to develop a digital game for introducing fractions to young children. In the current study, third-graders played the Number Trace Fractions prototype in which they estimated fraction locations and compared fraction magnitudes on a number line. The intervention consisted of five 30min playing sessions. Conceptual fraction knowledge was assessed with a paper based pre- and posttest. Additionally, after the intervention students fraction comparison strategies were explored with game-based comparison tasks including self-explanation prompts. The results support previous findings indicating that game-based interventions emphasizing fraction magnitudes improve students performance in conceptual fraction tasks. Nevertheless, the results revealed that in spite of clear improvement many students tended to use false fraction magnitude comparison strategies after the intervention. It seems that the game mechanics and the feedback that the game provided did not support conceptual change processes of students with low prior knowledge well enough and common fraction misconceptions still existed. Based on these findings we further developed the game and extended it with physical manipulatives. The aim of this extension is to help students to overcome misconceptions about fraction magnitude by physically interacting with manipulatives.",NULL,NULL
273,"Requirements Analysis of a Serious Game for Deaf Players","Talk Town is a serious digital game to overcome social isolation in Deaf children by combating stigma associated with hearing impairments and providing modelling of social communication skills. This paper presents the research process and outcomes to ensure that Talk Town is engaging and useful for players, educators and parents. It is described and framed using Coopers Requirements Definition and qualitative methods. The motivation for the game-based intervention is illustrated with findings from a structured literature search and supported with insights gained from qualitative enquiries. Findings and themes from interviews and co-design activities are discussed, personas and artefacts illustrated, and relevant content, game and design recommendations for future work in this area presented.",NULL,NULL
274,"Co-creating Prototype Improvement Using Participatory Design on the Development of a Serious Game in Financial Literacy Skills","Financial literacy is an essential part of youth education, not only for making better financial decisions but also to minimize the threat of becoming investment fraud victims. A well-designed serious game can enhance financial literacy skills for the players. This paper explains the results of a co-creation process to improve the game effectiveness of an early-stage board-game-based prototype used for financial literacy education for youths. This research generated and selected the improvement ideas using participatory design (PD), which involves two primary activities, the nominal group technique (NGT) and an ideas selection session, to gain as many improvement ideas for the co-creation process as possible. A comparison between improvement ideas generated from the participants as game evaluators and as co-creators is presented in this paper to discover the differences. This research highlights the fact that participants as co-creators tend to suggest improvements of the prototype in the fundamental concept of the game, while as game evaluators, the participants tend to suggest functional improvements in game mechanism aspects to improve the games effectiveness.",NULL,NULL
275,"Towards a Mobile Serious Game for Learning Object Oriented Programming Paradigms","As it is known the majority of beginners in software development encounter several difficulties to learn and understand programming paradigms including object oriented programming. This lack of comprehension is due to the complexity and abstraction of some concepts like: polymorphism, inheritance, etc. However, the use of serious games in such situations can handle this kind of issues and make experience of learning more enjoyable and beneficial for the learners. In this perspective of research we aim in this paper to present a mobile serious game for teaching object programming concepts in a fun and easy way, the proposed game will be dedicated for learners from different backgrounds.",NULL,NULL
276,"Interactive Edutainment: A Technologically Enhanced Theme Park","Heraklion Christmas Castle is a joint effort between ICS-FORTH and the Municipality of Heraklion-Crete (Municipal Public Service Enterprise of Heraklion), trying to pioneer and be innovative in the presentation of Christmas customs and ideas by creating a festive neighborhood governed by interactive technology. The approach followed by this research work was to employ interactive systems to give a feeling of Christmas to children and adults through the combination of education and entertainment. This work presents the innovative systems designed and developed for the Christmas Castle to augment and enhance the festive spirit through multimodal interaction techniques, such as virtual environments, kinesthetic interaction, physical object identification and serious games. All the systems were designed and integrated within art artefacts (special constructions) that match the Christmas look-and-feel and provide a user-centric design.",NULL,NULL
277,"Conceptual Factors for the Design of Serious Games","Serious Games (SGs) are widely used in a variety of fields, because they have been shown to effectively facilitate learning in an engaging and entertaining manner. In recent years, there is discussion on how valid evidence of SGs efficiency can be increased, in order to further promote their use. Thus, numerous SG design and evaluation frameworks have been introduced, many of which have proved useful for SGs developing teams. Despite this, however, for novice designers, this vast array can be daunting. The aim of the present paper is to combine well-known frameworks and extract the conceptual factors that need to be considered when designing an SG. Having in mind that the proposed aspects are not in their essence independent, a classification of these aspects is presented, along with suggestions regarding their use and the dependencies among them. Although the various frameworks might have many common factors, there are some that highlight specific aspects of a particular factor. For instance, those frameworks that apart from the descriptive factors provide aspects regarding application, measurement, and assessment.",NULL,NULL
278,"Serious Games Adaptation According to the Learners Motivational State","Multi-agent systems (MAS) have demonstrated their relevance many times in the design of computer simulations or video games where a number of autonomous entities evolve in a complex and dynamic environment. Serious Games (SG) represent a new discipline at the frontier of simulation and gaming. We believe that a category of SG, intended to foster the learner motivation in a gamified environment, they introduce new and challenging problems for the community. Although several studies focused on providing an enjoyable game experience and ensure the effective learning outcomes, the learner motivation differs from the leaner to another and requires an adaptation of difficulty level to player competence. The current research studies the adaptation through serious game and proposes an adaptive model based on SMA architecture to solve the motivation issues, and then it illustrates the proposal for the professional job interview training and discusses the obtaining results.",NULL,NULL
279,"A Digital Wooden Tabletop Maze for Estimation of Cognitive Capabilities in Children","Standardized tests play an important role in assessing a childs cognitive capabilities. The results of such tests are used e.g. in schools and kindergartens to analyze and support the development of the tested child. Unfortunately, with classical standardized tests often only limited information on a childs behavior can be documented even by a professional observer. Obtaining detailed information would require automated data recording procedures. Also, standardized tests typically rely on well-controlled and thus rather artificial environments. As a result, young children age (e.g. with an age below 7) might not be able to fully understand the test instructions, feel uncomfortable being tested outside their natural environment, and thus test results become less relevant. Computer-based stealth-assessments that e.g. use a gaming environment to be fun and to hide the assessment from children might present a valid alternative. However, for children of lower age computer-based tests are not easily applicable due to technological boundaries. In this paper we thus explore an alternative approach: physical game devices with a look and feel similar to toys typically provided to children of their age group but that embed the electronics required for computer-based stealth testing. As a result, the game device  in our case a wooden tabletop maze  combines advantages of standardized computer-free and computer-based assessments. The device allows for stealth assessments in less structured environments without creating technological boundaries for the children.",NULL,NULL
280,"Gamified Thinking","The use of game elements Game elements \b \i in nongame contexts is one definition of gamification. As mentioned in the previous chapter, extrinsic gamification Extrinsic gamification \b \i exists where game elements are added to processes, such as things like badges Badges \b \i , progress bars, points, etc. Intrinsic gamification Intrinsic gamification \b \i is more about using the motivation and behavioral design for engaging users. We will explore both kinds in this chapter. We will demonstrate the concepts and differences between games and gamification and everything lying in between: Game thinking Game thinking \b \i , game-based solutions on a simple and advance spectrum, the core ideas, game design Game design \b \i , serious games Serious games \b \i , gamification techniques, applications of gamification in different areas, gamification technologies, benefits, and models.",NULL,NULL
281,"A Serious Game to Learn Basic English for People with Hearing Impairments","In recent years, higher education has faced the need to apply educational changes due to the increase of students with special needs in the classroom. Day after day, we see changes in technology that can be exploited and mobile devices are an example of this trend. Mobile devices can be a tool used to improve the education of students with special needs, and people with hearing disabilities are not a exception. Thus, this research focuses on the development of accessible mobile serious games for education. Serious games allow people with hearing disabilities to learn by combining a tool such as a video game with a learning methodology. In this paper, we present My First English Game (MFEG), a video game whose main objective is to teach basic topics of the English language in an interactive way. Additionally, the video game includes accessibility features that make it inclusive for people with hearing disabilities. The final goal of this work is to contribute to the improvement of English learning for people with disabilities.",NULL,NULL
282,"A Serious Game Design and Evaluation Approach to Enhance Cultural Heritage Understanding","One of the most promising means regarding the potential of supporting both, entertainment and learning, in cultural heritage sector are the Serious Games (SGs). During last decades, Cultural Heritage Serious Games (CHSGs) are being developed with the use of different technologies, in order to facilitate learning of cultural heritage via an entertaining manner. Although, there are evidences about CHSGs effects, there is the need of extracting more reliable results about their effectiveness, meaning the extent to which the initial intentions achieved their purpose. Regarding CHSGs, this purpose is twofold, which means the measurements are as much about entertainment as learning. Moreover, there is the need of increasing evidences on CHSGs effectiveness regarding higher-cognitive processes in learning. The aim of the present paper is to describe a CHSG design and evaluation approach, which is oriented to the enhancement CHSGs effectiveness in terms of entertaining and learning, as well as the extraction of more reliable results. Regarding learning aspects, the proposed approach focuses on extracting results about cultural heritage understanding. The suggested approach will be applied in a CHSG for the understanding of the Roman Forum of Thessaloniki, Greece.",NULL,NULL
283,"Learning Geothermal Energy Basics withthe Serious Game HotPipe","Burning fossil fuels is a big part of our heat production. Since this process is both non-renewable and polluting, finding other options is important. A clean and underutilized alternative is geothermal energy. However, it is often not considered due to sheer ignorance or misconceptions. HotPipe is a serious game designed to alleviate these problems, particularly among youth populations. Players control a drill to create geothermal wells solving a variety of puzzles, which introduce relevant cases for geothermal heating and show what geothermal wells are made of. The game focuses primarily on conveying the concepts of water circulation , relation between temperature and depth , and rock type proprieties . From our game evaluation, players revealed a solid improvement on their geothermal energy knowledge.",NULL,NULL
284,"Gamification of Eye Exercises for Evaluating Eye Fatigue","Extensive use of computer and mobile devices places large burden on our eyes. To tackle the symptoms of digital eye strain and improve eyesight, the use of eye exercises are suggested. However, few people do eye exercising as it is considered boring. In this paper we apply a serious game approach to eye exercising. We developed a PacMan style game to promote horizontal and vertical eye movements. Eye and game performance characteristics are collected during the game and used to evaluate the onset of eye fatigue during the game. The damped oscillation model is applied to observe the learning and fatigue effects. Analysis of data collected during game sessions from 14 subjects is presented.",NULL,NULL
